Wet Red Mud Discharge   ;Water removed through evaporation   ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Pure Al(OH)3 (dry, precipitated)    ;Alumunium Recovery Rate (From Feed) ;Alumunium in Recycled Spent Liquor  ;Total CaO consumed  ;Total NaOH Consumed 
64.51565714;86.08404199;67.45813111;100.9751288;87.61%;9.041611297;5.212243996;54.26276205
53.06971714;75.78214855;56.75319752;85.20242309;90.69%;9.322439213;4.350625731;45.77647136
69.64066552;78.40474712;80.43348769;97.05619619;87.58%;11.1019049;8.920784892;53.84573096
76.04868986;86.38450515;73.54608343;76.39502009;83.54%;8.023278347;9.575490413;43.47237915
56.35531829;74.80420341;60.60465357;81.17413887;89.81%;6.66912844;5.779539813;44.29896706
42.06732088;61.92661131;62.13300608;102.4344118;93.99%;14.11787519;3.708638303;54.40031193
72.11534883;88.30770211;70.42506582;87.52999442;87.75%;10.33933369;7.499700611;48.32906478
65.54860119;74.38291121;71.88061067;77.5045123;84.25%;7.940396961;9.035056274;43.81158738
80.02309324;90.18093478;76.66405378;81.142383;83.15%;10.27542517;9.810302219;46.03004711
71.67386147;93.92439625;65.42320607;90.72708508;87.03%;8.2583851;5.876979985;49.26754243
69.80621927;79.54541741;79.29031065;96.50447668;87.04%;11.53187415;8.687570262;53.46443154
53.30957325;82.08687247;58.8460918;107.4441851;94.45%;11.76767933;2.284621879;56.35535001
67.61790075;71.11410025;85.6193807;98.65319423;86.53%;9.897064212;10.0379772;55.13899096
76.68396682;86.0055775;74.71666895;76.26387276;81.51%;9.272602032;9.896721362;43.54985707
55.68120743;70.08103546;65.35890993;83.92893379;89.05%;8.244978105;6.649841092;46.09904143
49.18045763;68.77417745;62.23717175;95.58619463;92.56%;10.42635986;4.52641489;51.2033748
81.02367572;91.99494342;76.35530268;81.42493465;83.16%;9.246783489;9.697353319;46.12099597
51.87107045;81.36281566;51.53326746;90.73939194;96.22%;11.95744343;2.39825543;47.80632588
49.18962857;71.37840996;60.1898027;96.81533409;93.90%;8.029783683;3.871205765;51.54125175
63.00311546;74.83058599;74.45481705;95.1973943;88.92%;11.66750873;7.641499593;52.3444926
84.7243001;97.33961916;78.45458342;88.24020819;84.53%;11.41263762;9.43197876;49.52842953
65.46905324;85.26581708;71.24149387;105.7885052;92.26%;10.57488793;5.607435082;56.91880054
70.02406802;88.30535869;67.68154744;87.77384118;86.77%;9.132620011;6.791408042;48.1441139
87.54246015;96.01953737;82.8952103;86.61963471;82.84%;10.16776184;10.73913711;49.24654733
63.30626329;94.83335322;51.86940513;86.83383864;93.90%;9.159171567;2.929967016;46.00695353
60.10393731;87.47436303;63.30180932;109.7103017;95.39%;14.24963697;3.154269721;57.9089928
41.28450269;60.33394197;60.66932347;96.90079466;93.27%;8.146958336;3.984271201;51.6343541
75.81237102;95.12042184;67.7877159;85.66058919;87.28%;8.795985392;7.064202442;47.17111982
71.08715114;87.84200159;66.35972252;78.99831902;85.55%;8.010024875;7.473357105;43.91222798
66.34840449;88.34558216;63.13394482;88.7575544;90.67%;8.580673724;5.535840013;48.10956944
68.18907704;89.63992006;70.04793564;104.5782385;91.44%;11.64398966;5.435446888;56.22853528
66.97389457;88.32081264;62.96859515;85.87103082;85.72%;8.222619135;5.818156075;46.74248025
59.05778729;70.45825503;76.74342848;103.7714924;90.02%;11.35670145;7.203587453;56.5686608
48.86948235;78.4080141;50.7086954;91.44832372;96.08%;10.73787801;2.110160404;48.04062525
46.51046213;69.43583795;61.11618349;103.9367444;94.22%;11.01764442;3.264666262;54.96507499
86.30434747;96.68204025;77.69414114;78.79991164;83.34%;7.122099881;10.33807237;45.03147152
84.07199267;93.69217336;85.31354072;99.5636685;86.48%;9.674496602;9.856022009;55.52842428
68.27900971;76.83424561;76.75906692;87.42177738;84.23%;7.991964388;9.102316599;48.94561891
39.92285268;64.60351072;57.41921161;104.5416779;96.39%;11.41895013;2.275100217;54.85512773
68.58775427;93.56267763;60.81549262;88.43444087;87.67%;7.818253515;5.004056633;47.71099872
78.93617666;96.92664304;72.55382844;92.32332501;88.79%;8.363286371;7.482201398;50.77718133
64.53859849;91.24572546;58.48944378;90.64949013;91.97%;7.899286441;4.141550817;48.48235996
61.84268298;76.98725865;68.49642251;88.87181632;88.71%;8.323406484;6.86077643;48.73418441
45.76486284;68.70099639;60.14922928;102.0406113;92.56%;13.48617365;3.245382583;53.99547714
63.06476062;77.13204227;73.89156111;99.49887986;87.58%;8.648590724;6.999203135;54.26568841
83.11339715;96.92426681;74.34825957;81.65545339;84.61%;6.601502649;9.180953805;46.00279257
78.01052539;95.70769672;66.34046357;75.09738672;83.29%;7.709893811;7.913996409;42.09111129
72.94725317;86.60738664;72.48125578;85.39933929;87.05%;7.816358783;8.262743513;47.54401992
82.04345099;97.99253856;74.44979936;88.88035586;84.26%;7.531081259;8.368670044;49.37953644
72.09696604;88.6665127;67.5709992;80.77484474;87.29%;7.571217528;7.577772823;44.86879555
61.43801153;84.07897978;65.51227098;101.654992;93.14%;11.33157154;4.64630708;54.38402227
62.61261344;69.71067441;81.03283559;100.5609094;88.07%;11.49765441;8.66405797;55.54221264
73.33078416;83.04440023;81.00868175;97.89329457;87.27%;10.76109381;8.961004573;54.2918217
86.89806788;100.3332054;76.27323108;82.53723841;84.19%;10.4350455;9.556326392;46.64024374
65.23912335;73.83092292;74.00489317;82.70310434;84.10%;9.039222465;8.9526951;46.45884043
86.23317828;99.8158448;82.35583263;100.3692244;86.93%;12.09893054;9.013829972;55.59689773
68.67361958;82.65553903;69.45351355;81.88067899;85.32%;6.902034351;7.919563111;45.58039404
57.09630093;80.8526087;60.08413787;93.65944644;91.55%;9.310910695;4.201866811;50.06596891
54.99325253;70.63513704;66.19156111;90.31752262;88.42%;11.99320557;6.133838011;49.18893768
79.12724409;94.83330884;75.92412772;94.96889164;88.35%;11.70798898;8.012177421;52.38582682
76.77683054;84.13697992;74.53235488;70.37988804;77.98%;8.076703504;10.5248503;40.78291191
79.97591058;98.53227809;72.61470905;92.67062372;83.42%;7.903473804;7.466717643;50.94659079
45.34788865;70.15035705;55.50773424;94.86851162;93.79%;10.00497982;2.90224172;50.13598261
49.20006589;74.93956771;58.15771195;101.1087931;95.51%;8.879791914;2.859026425;53.32296114
71.47014091;90.77096447;71.42076769;99.39382657;90.77%;9.492427631;6.373547474;53.94873233
64.93093091;86.04138485;66.90462306;97.79663134;90.49%;7.924652617;5.435747594;52.71567804
67.94422339;89.97191556;64.68110911;91.81446851;90.01%;12.25736337;5.561268915;49.71589653
45.24596214;73.02567525;50.08407979;88.06265591;90.16%;11.7410141;2.346694245;46.40510246
67.16887575;76.44382469;78.01999229;94.01881988;84.87%;10.70026936;8.656261466;52.16657519
46.87810855;75.06233397;50.73901005;89.46495508;95.79%;9.562155782;2.332508;47.10789294
62.00235879;77.3234245;67.49659372;86.32739556;87.27%;7.214490498;6.912556121;47.4400113
50.11894915;67.91877288;64.82168178;96.72666158;91.46%;8.842616725;5.038917713;52.00045569
72.69555094;93.55597443;69.46438697;97.05755816;88.71%;8.623255179;6.151387168;52.64583306
64.50925604;78.74126571;68.66098663;84.44515321;87.50%;11.40237893;7.426649876;46.71618874
65.02739496;75.37926181;78.29779459;99.71536504;88.87%;10.98800544;8.076985275;54.85254381
62.75958378;90.80643513;57.33451549;92.67426984;93.88%;12.33775297;3.635047546;49.33416554
41.98183967;66.43859083;58.65483617;105.199253;91.76%;8.664200594;2.502856358;55.27473933
60.11871812;82.77147375;65.49700419;102.8522172;91.89%;14.18193912;4.484563698;54.9480059
58.73267891;78.65707134;63.06840694;89.83041731;91.34%;8.766396974;5.402100783;48.60566266
65.72765771;81.79587036;71.24127672;95.51261012;89.59%;12.82504467;6.791019933;52.14947245
47.43052;73.06813273;52.09908981;85.64070366;93.92%;8.213026746;3.127554755;45.47175788
67.53372293;77.42299163;78.10135943;95.49748977;85.21%;8.688108968;8.50390552;52.85051089
62.72879324;92.42144584;51.26677187;80.25677519;87.90%;6.749678349;3.554692466;42.87456048
66.16386074;75.59685798;76.61795546;91.74788546;87.15%;11.95260444;8.569996318;50.96812961
40.86806886;67.14525662;53.23814519;96.79344042;96.30%;10.99733716;2.122739069;50.79896171
79.37419328;91.14216133;80.45441717;96.49404579;86.50%;11.1230069;8.979070861;53.58144571
55.64414862;85.4431065;55.90939031;99.98272206;88.79%;11.63523614;2.42821261;52.5752518
73.26290842;78.56789282;82.47728212;89.84329041;84.52%;9.465325273;10.26333498;50.6980098
57.82431718;81.47551816;63.21986558;101.3619986;93.73%;11.40231536;4.087008585;53.99413836
96.33496938;114.620797;74.11213284;81.11689152;78.85%;7.09936987;9.178943549;45.72766978
80.11417697;87.56764153;83.06926958;91.32542516;85.30%;11.79665942;10.23535892;51.46284968
73.70972989;92.00287181;65.85765292;79.38095837;85.58%;6.972465287;7.29800808;44.02792982
47.88531338;76.05224854;52.99558322;94.76867183;95.51%;9.551563961;2.299333579;49.82372128
59.09492656;83.60016472;57.9671026;88.07810037;92.72%;12.08571602;4.325924142;47.26260139
51.60449992;72.42674974;64.53614298;102.9621672;93.72%;11.54547795;4.230325664;54.88004217
54.7188878;84.17924026;57.3284739;103.9237836;95.20%;10.37879853;2.329184627;54.55403192
85.35810383;99.96383629;72.69784486;77.31561052;84.50%;6.94437154;9.268415534;43.80834432
55.86922811;82.27086366;57.46587044;94.82160067;94.33%;8.838664752;3.416901509;50.32525969
70.72534044;95.95392414;64.13756836;96.46296493;91.73%;11.0530726;4.900107061;51.8184391
77.33464377;87.76945759;74.42693413;78.09729174;82.73%;7.68630067;9.604424776;44.35901001
64.05792109;73.0826858;73.25600932;83.06933195;85.97%;9.544900431;8.726549661;46.55353565
75.08181727;92.84221421;68.93057626;85.17872979;87.73%;9.441195614;7.402281248;47.07168816
88.08087332;98.873229;76.09925058;73.9258189;81.77%;10.17208344;10.50158253;42.61069426
68.59538793;85.63541449;69.08873096;89.42796258;89.23%;8.819073673;6.957542355;49.06484762
47.92727871;70.30823006;60.54870689;99.62680754;92.74%;10.34112829;3.635762373;52.90140551
69.63184783;96.19231225;57.24075191;82.11403639;89.58%;8.05436642;4.821791371;44.3809219
91.77902028;103.0198412;85.20646687;96.64457878;84.17%;9.498840518;10.15409964;54.15240784
83.26272969;93.56290381;78.31379418;83.1091978;84.41%;8.103272976;9.999908244;47.11071966
45.7216534;69.47121675;58.77000253;100.3674616;90.68%;12.93161805;3.095228345;53.06662362
45.75075283;72.15039952;57.32059761;103.6862321;96.28%;10.50817379;2.353842515;54.44307971
59.33853886;77.03370354;70.3531895;103.3182396;91.93%;13.26868311;5.660445691;55.68596112
58.63445035;73.87945;66.07030214;85.40934592;88.36%;8.523735972;6.657535627;46.86603747
72.06592258;81.99200125;74.32727741;80.92158193;80.92%;6.730020952;9.24868756;45.65480008
63.54226427;94.97963347;52.15938941;86.99152083;91.48%;9.108263418;2.994556364;46.11547597
56.98474089;69.87041955;67.15274845;83.53879225;88.33%;7.621126302;7.142653398;46.10552137
62.99298444;85.02907703;62.97038141;91.44936796;91.82%;8.327624845;5.177217476;49.34011519
70.58768134;97.72956191;65.52489595;105.532999;92.26%;13.10420594;4.191862355;56.19619417
82.47011133;91.06168249;79.04617038;80.97721583;83.15%;9.286235735;10.42195997;46.20104233
57.82244902;87.57444739;58.47469706;105.0063731;93.89%;11.49554635;2.49264068;55.18793539
49.28240532;73.26117984;56.1525992;90.56380494;93.98%;10.70198613;3.577166333;48.21326947
75.81909414;96.73986354;65.54904574;83.84427607;86.59%;10.69030982;6.706983546;46.09448649
75.81763777;93.80622327;72.48858981;94.85402866;86.00%;12.63707512;7.175014145;51.97377096
53.9946898;71.06038977;69.10996439;103.0164209;91.82%;12.03626739;5.378348135;55.40247109
58.05863324;88.61741385;51.50303256;87.6744612;88.61%;8.49787631;2.73959726;46.3542114
73.32128702;91.34878221;73.82844153;100.9040127;89.41%;10.48609808;6.799875672;54.91456967
59.54866675;90.80884027;51.45090683;88.37307094;93.43%;10.3317367;2.659750987;46.69054933
75.57750602;93.01157534;73.72326464;97.0755571;89.60%;11.33989538;7.237601561;53.13638137
55.17046685;86.49360328;53.3389171;97.74042306;94.30%;12.01218464;2.046533523;51.25983353
67.74601472;91.6375497;64.56644008;96.64144836;90.96%;13.23846399;4.977705844;51.95654774
45.59689856;72.66133571;50.08207313;85.80635185;93.49%;7.795930632;2.599913625;45.32860978
67.44507695;79.92431719;75.85361523;96.44351198;85.07%;9.777225917;7.827472174;53.05431365
42.71916699;63.05367671;60.23613724;97.86978275;94.10%;9.259455733;3.744000906;52.03688302
64.55039172;77.5402012;68.21772903;79.52841257;86.51%;6.93363414;7.884789433;44.35486037
58.59993491;80.35275668;64.91190473;100.0853871;92.30%;8.918351528;4.672761919;53.57302873
44.00840433;71.23422173;53.96450957;98.19339232;96.08%;8.055918159;2.131693655;51.50591385
69.82992978;80.80245564;75.54596119;89.37642742;86.31%;8.641531043;8.577833401;49.73106376
75.87424604;98.17334093;62.97347542;80.32080297;87.67%;10.16359244;6.481618486;44.18114029
40.92969212;64.10898443;56.77644391;97.89134072;94.75%;8.603606031;2.873266777;51.67123103
39.04367464;64.4116561;53.63797122;97.05285444;95.53%;9.722376911;2.181633733;50.95012433
39.52294106;63.00221232;56.17813615;98.2514849;95.35%;13.40010975;2.701090251;51.81144532
78.3447468;100.6107036;64.91630837;83.49348486;87.61%;8.083232619;6.594221938;45.85011456
69.25273232;77.01703946;78.18426972;88.46483342;85.82%;7.466929072;9.335081731;49.57907411
55.98916027;70.55757031;67.54625225;89.97243878;89.85%;10.55587668;6.506933973;49.16250766
73.15992294;95.39185618;70.60820989;103.7102902;91.58%;10.23234215;5.680193435;55.87815193
70.94205582;88.36690186;69.18699639;88.50561012;88.68%;7.312244533;7.093194033;48.63918051
74.3468247;95.17543005;69.44462551;95.57710106;85.13%;11.95834343;6.324405463;51.97770549
62.56366033;85.72695272;66.74242277;105.4266775;93.69%;13.2798005;4.499704086;56.27432846
71.02256373;97.66603694;56.37059672;78.47505698;86.48%;7.999718894;5.032012921;42.59744344
56.32252423;80.43705331;56.46268809;85.40130279;89.01%;10.71519964;4.257888641;45.84742625
51.84281267;78.62269003;55.57836672;94.52961898;94.05%;10.24883654;2.974507914;49.99392507
68.19912564;83.57787854;75.91560388;104.1348501;90.31%;14.33391615;6.963882152;56.67078014
65.363477;91.41361044;62.1829167;98.05925965;93.45%;8.412684379;4.230004147;52.33747684
58.82225216;79.96822491;64.96253037;98.45453858;91.98%;10.48016501;4.869002204;52.8268742
60.24630103;83.84548802;57.83665905;84.12251201;91.00%;8.586787219;4.736370072;45.38137716
67.07735966;83.18347805;72.62570969;97.99893571;88.18%;8.419685845;6.837485766;53.42298078
78.70528659;89.52772451;74.87529143;79.04835724;84.18%;6.585929438;9.611625071;44.84510509
48.51926777;68.75520286;60.09201335;91.98448101;92.93%;10.07102866;4.387602157;49.28783427
72.6592258;83.07539037;75.85988222;86.2426995;83.37%;11.92622548;9.014489652;48.32450015
74.82960351;84.20672934;73.64682124;75.25995747;83.45%;7.818001635;9.741972255;42.95816741
76.82045232;89.52401787;78.23239786;95.26442363;87.72%;7.84724641;8.557364587;52.74842527
89.8250946;107.960448;70.16274746;75.93053649;79.15%;7.513918954;8.776098509;42.88795814
72.91962144;81.3989519;77.70286728;85.85597182;84.89%;9.57764533;9.531075416;48.33265662
58.91818298;87.0089423;54.25957846;87.75788544;92.88%;7.123396134;3.432878463;46.68583098
89.59618848;107.5082751;71.10041814;78.18217524;82.86%;8.111925905;8.768491377;44.0472938
56.31519321;81.82812709;54.40171852;83.65493311;92.67%;10.84486191;3.948883626;44.81694428
88.0844004;102.9452035;73.5998798;77.8026752;81.63%;6.544014774;9.418630121;44.12100002
72.73221089;95.30066386;65.98413092;92.53328911;90.56%;12.83159231;5.805958235;50.19410004
86.67179567;106.4308859;73.07199446;91.38398236;83.59%;11.9398687;7.717693693;50.41577996
52.31712493;75.56899845;61.28488944;99.88199942;93.39%;8.053196939;3.778469716;53.08025219
80.72731719;97.46975007;71.90901706;85.39577713;85.97%;7.202188341;8.127367568;47.48055689
69.16083038;82.53947518;69.00869352;78.76403123;85.79%;8.019612443;8.162656296;44.08684144
71.37592777;93.55391405;67.00409545;95.27318013;89.84%;10.0271341;5.741662309;51.56023756
52.61260731;81.88363457;58.6234978;108.7913838;95.87%;9.945873056;2.089351344;56.95436495
69.79833347;93.03589953;59.18584626;77.99918057;85.09%;9.304719061;5.789406922;42.68456345
61.39003358;80.14252376;67.44642066;96.15555284;90.20%;10.81140108;5.759468471;52.02673406
88.88854377;99.51757329;79.71556691;82.64785972;83.87%;9.335675022;10.40528483;47.05416166
58.9053272;86.14858693;61.15416192;104.5016018;95.11%;8.622959485;3.207365651;55.21704661
60.30505662;71.59823494;73.59602289;93.68167342;88.56%;12.62696374;7.582967024;51.54492205
38.69963916;62.98925759;58.8858631;108.6487666;96.11%;12.04368738;2.172136004;56.92888692
66.67732807;87.11846369;64.75830982;88.6710887;90.51%;8.160017201;5.952285495;48.24087559
69.02025724;79.80606649;70.62596985;76.2246291;84.53%;7.741071473;8.867109401;43.07966436
78.49301162;83.31305063;87.64871704;97.83445984;85.44%;8.325623496;10.63978345;54.96588485
54.58469025;75.57805899;57.99716508;82.83510524;91.13%;9.588426119;4.931451234;44.80818274
85.3989345;96.16193034;79.09029664;84.50829851;84.63%;8.865704679;10.03975126;47.8525091
58.47201809;78.56539077;65.96139655;98.50876578;92.39%;9.766987589;5.119356033;52.95774654
74.74169595;89.07530298;69.91418179;78.54319368;83.30%;8.093376622;8.409302805;44.07921461
53.12326339;77.70289829;57.09244472;91.41386804;93.81%;12.22700411;3.70228602;48.71349533
70.78122207;83.72591354;71.94952974;84.21258358;86.89%;7.105612998;8.275217087;46.93424618
87.43461711;97.50220274;81.34018556;86.81034454;84.60%;8.913656371;10.33719314;49.16513993
62.22692758;87.9891858;65.28698344;108.7614149;94.46%;12.37255341;3.751265712;57.66500723
89.22653438;103.2201189;77.0709747;84.24083319;83.93%;10.03023242;9.561340585;47.51690849
58.28604165;90.99615945;49.15629033;87.11451329;94.80%;11.84875578;2.222803395;45.86463672
83.18228105;93.83954824;80.2273317;89.33156442;84.66%;7.838016377;9.753107739;50.20643495
51.55203966;72.46212638;59.46301298;89.23349068;92.50%;7.886730678;4.571512458;47.93750563
73.52206266;93.08126347;64.47661824;79.17482391;84.68%;6.922998851;6.991006036;43.79006874
65.17749035;87.3884933;67.73534426;103.0702838;93.34%;11.61993777;5.039021763;55.28242161
58.85767687;85.25265229;61.28161623;102.5930632;92.49%;11.25053614;3.465123714;54.360637
82.03843538;88.75922676;82.46473975;85.83938818;83.59%;11.87606916;10.72940006;48.85091351
91.53478882;101.1722101;85.45938496;93.3509978;85.17%;10.40060223;10.61389048;52.65927678
35.84940911;59.09334324;58.60654107;107.7088603;96.95%;13.13228368;2.195026073;56.46135852
47.12478487;76.16638745;50.81966929;92.01128201;96.24%;11.18725493;2.072607538;48.31700268
87.21999606;100.1034286;77.48494034;84.15807488;85.02%;11.00950596;9.673607954;47.52821075
78.1655957;92.14352377;76.19426468;91.75112605;87.60%;8.235888994;8.458292902;50.89984018
82.85866539;99.69498437;73.63364894;88.38106913;87.46%;10.39315632;8.211138626;49.07211458
68.83855462;93.46644443;64.71084532;98.02503389;91.29%;9.266126713;4.855296672;52.59269016
67.33342325;84.61175848;65.40663091;81.19072602;87.56%;6.800846231;6.991498195;44.82724481
88.82129749;101.2037804;77.96588563;82.56610534;82.88%;8.149501037;9.964340661;46.81620952
80.77932605;90.73121598;77.61293928;82.25975907;84.36%;10.74942676;9.922324028;46.65600399
49.60114136;71.62501987;57.28859096;88.20126768;89.92%;11.01881345;4.137493888;47.23896792
72.36979728;100.703379;56.79644249;83.26840272;87.74%;9.493017931;4.58814389;44.88364968
58.02995525;70.99714143;75.30689768;105.0002555;91.00%;9.873614792;6.706240626;56.97937655
71.76209321;93.0983334;71.44239072;104.7949872;91.23%;10.61395291;5.755938038;56.4712061
62.01361323;77.4423751;64.16451221;77.50710329;85.49%;7.732525467;7.109038844;42.98697158
67.81157536;91.31863068;65.5764666;98.31645208;91.67%;8.194707906;5.050523506;52.81991511
48.27365578;73.05007746;59.96763848;104.2533095;95.39%;10.29359543;2.941639401;54.98539969
79.81186488;88.81832183;78.10929817;81.8435057;81.48%;8.911058919;10.09592188;46.50512253
67.26875245;89.32224465;68.30030547;102.1385077;88.92%;9.164126468;5.275947875;54.88962153
80.73686688;99.63903101;74.06632138;97.30246277;88.93%;11.62499602;7.283326554;53.27445905
53.48187066;83.52352704;49.57496165;85.41098718;94.48%;10.95602615;2.519040373;45.1092779
66.9879717;89.82464554;63.69125158;92.11645251;90.69%;8.079209701;5.276664783;49.72460211
56.36542823;77.67447859;58.67709312;83.68790265;91.35%;10.88283281;5.009774208;45.28840333
43.56824936;71.46307843;49.74313581;88.92918504;91.17%;8.791976834;2.144759276;46.74712653
50.99082518;71.21396661;62.60333215;96.38197026;90.27%;8.538736945;4.513609395;51.59627674
61.52184161;76.10190523;68.39464216;87.18262179;88.50%;8.067908826;7.045918688;47.94242514
57.9833123;76.04181627;65.87890743;93.00039314;90.40%;7.827850429;5.726636376;50.37079147
48.92681324;75.40905569;52.59554339;87.8546478;90.53%;10.26769481;2.995904859;46.56724911
69.17658629;83.56368601;72.93632402;92.23202715;88.69%;10.25745823;7.591369102;50.78820499
71.34326139;86.55493257;68.83000102;81.24962304;86.07%;8.612403535;7.830272173;45.22750401
55.84770608;79.74535778;56.7029575;85.85259435;89.37%;11.94419528;4.251412538;46.08427211
74.72667309;95.92201455;66.54507332;88.3970737;89.79%;10.32587966;6.422974583;48.31426523
62.34730099;83.34831662;59.82216747;80.62595673;87.29%;9.003264226;5.645004596;43.97307337
73.47183873;90.59229822;71.17641695;91.08275153;88.91%;10.8252251;7.284510649;50.06860005
58.84940146;68.68468954;73.28024038;90.31911846;88.06%;11.40183307;7.910323426;49.94692162
46.86022582;63.37223845;61.69095948;87.49275884;91.28%;8.338418704;5.329890776;47.36888355
83.6172314;94.84167061;80.51987118;91.11370716;84.16%;9.45923142;9.614835029;51.07423821
87.49535379;106.8019704;73.3413577;90.12014175;83.97%;8.636471088;7.927422045;49.83535879
52.4721465;76.03544989;57.30031471;89.59509321;93.05%;8.363074989;3.981572131;47.87386626
50.51243713;80.85048739;50.79948319;92.35095553;92.50%;12.14374475;2.03086976;48.47967351
71.18269012;84.3700178;72.3593277;85.72772612;87.03%;10.23556091;8.211064751;47.70532917
52.0777711;82.15572755;54.43428745;100.0747958;96.48%;13.27973946;2.049213864;52.47014815
78.01392093;94.37021823;75.81439928;97.48992131;89.10%;8.165779571;7.701481585;53.52941304
63.61860604;90.94583154;58.17827575;92.16655622;93.19%;10.591846;3.886227536;49.16997141
70.69261106;86.26058573;75.53856175;101.3075395;89.54%;11.7265778;7.191532162;55.29737574
39.8470201;64.52443869;57.34511604;104.4390633;95.56%;12.38557946;2.260873392;54.80197233
56.94143496;76.52314428;59.75332186;81.45990128;89.54%;8.451839253;5.529968444;44.34981021
78.35352565;86.42791998;78.27844388;81.15633571;82.82%;7.219345983;10.20979683;46.19009278
65.86145346;79.10926904;73.88842625;94.78272781;84.15%;12.23611788;7.540738128;52.09128302
57.04944083;88.57415582;53.10523412;95.66931268;95.44%;8.065822571;2.216418856;50.24297496
48.32711541;73.40150825;55.75166764;93.32348529;93.66%;11.09208442;3.156680571;49.456094
82.33583226;99.88785009;73.69752838;91.12393801;86.21%;12.66043815;7.904732793;50.36630151
68.78470974;73.80232881;82.79875318;94.17232714;86.16%;10.75766684;9.8340403;52.75025839
72.68229897;90.27092987;69.68224266;88.93352109;87.68%;7.284536728;7.162259634;48.88885553
53.99493443;77.7772922;62.84674797;104.2121395;93.92%;11.55373908;3.680025456;55.28788286
96.11863452;108.4134284;78.37375409;76.90300379;80.42%;10.52636898;10.74126182;44.2479418
90.95990817;104.3491505;78.27688276;84.12575079;81.72%;9.383500882;9.873458791;47.58746856
55.12080366;81.87325051;54.86935522;89.49007214;92.92%;10.56311579;3.387836042;47.5786677
57.47799761;84.53430625;58.97277849;99.45471395;92.70%;12.97710201;3.242975894;52.66032697
52.14124299;80.70440793;53.04526387;92.04341504;95.44%;12.01958638;2.62215546;48.57381207
47.65693056;73.46317591;52.59365995;87.27845499;93.03%;7.397613925;3.051870502;46.27753178
71.97504003;93.88434476;61.98851252;80.29977721;88.00%;10.46265637;6.231756816;44.06510697
52.98292572;76.60311146;55.34005497;84.07408399;92.73%;11.09190554;4.125652941;45.1098591
37.70970042;59.31037744;56.8815464;96.66828085;94.90%;12.83837878;3.04564516;51.14067875
76.77747022;100.1467781;63.51845827;84.18415205;88.22%;10.25875496;6.173980694;46.03864096
44.81413689;67.63500634;58.00385631;96.55733723;94.05%;10.18713377;3.347272995;51.19694513
86.31730675;96.51099878;78.22332881;79.60261035;83.19%;10.87831537;10.38113159;45.48545682
92.07391123;102.9459378;84.02549626;92.21846273;84.44%;7.89360706;10.37089614;51.95733333
66.53792709;73.68810641;75.07860334;80.78491418;84.21%;11.0958154;9.450185516;45.6967192
55.80652875;85.58422715;51.65184091;88.26235758;95.18%;7.586634887;2.708415406;46.63805651
74.1986436;96.98283272;64.49341506;87.6760841;88.13%;11.64469592;6.014469195;47.77606617
59.21302637;75.49919909;69.09682474;96.03834216;90.11%;12.92785663;6.182201724;52.16001318
76.54857985;96.38452964;66.95510532;83.89680807;86.67%;8.431569345;7.045932215;46.25321914
40.70524604;66.24511147;57.66481323;106.9118491;96.51%;11.03510843;2.060634446;55.9810582
43.71750709;66.73709227;60.57072417;105.2282522;94.18%;11.73743986;2.988842951;55.51605952
40.78134564;61.57075135;61.75305138;105.0923432;94.37%;12.57992035;3.295120803;55.58226547
78.23778512;86.62895058;77.36450803;79.63357119;79.74%;8.301993769;10.17430209;45.39749525
83.82080976;91.32514342;81.67212389;84.00726418;83.56%;10.82474159;10.74177167;47.90686638
92.96112824;102.7949813;85.63188865;92.99411963;84.24%;9.251613552;10.67618968;52.49541194
62.62440939;79.2654093;68.32756296;91.78139293;86.55%;8.280690367;6.478729003;50.06804834
63.8044515;76.50741914;69.26071484;82.38549785;87.15%;10.69972315;7.818261624;45.81948145
89.54710878;101.1369825;76.58373584;75.8673041;81.72%;9.50973673;10.40431092;43.56447901
62.50475209;83.38747548;65.86400109;96.68402281;91.27%;11.22515069;5.307845597;52.10784735
80.20177593;96.42931298;73.91190092;89.93572601;87.83%;7.297721011;8.091424363;49.8026863
57.46561639;74.8900629;64.09398623;86.85063417;90.20%;7.197812318;6.008411375;47.32209965
50.72801921;78.33539169;49.4284775;80.7746966;89.69%;8.28044369;3.021515849;42.9219722
46.26128491;66.35236562;60.63557286;95.16270173;92.55%;9.226508289;4.16584973;50.82384702
89.74350872;102.225632;79.89473881;87.46302487;84.94%;7.638246717;9.901898915;49.30712232
67.53563422;87.08906559;69.53793897;98.68029604;91.22%;11.85884549;6.002014351;53.43643985
68.40297854;86.82887849;68.60550459;91.99531377;87.97%;7.552856142;6.523235565;50.19288855
87.66616153;102.634064;80.42416392;97.53500903;86.83%;9.334780907;8.848417769;54.05069458
81.33928348;89.64155113;84.80142811;97.07431691;85.20%;10.37819292;9.996555736;54.31139154
68.71243553;78.54507045;78.17919373;94.53704245;87.55%;9.465174029;8.647190344;52.42209848
59.42301429;74.78480613;65.19396566;82.49635272;87.25%;8.665269172;6.789767165;45.42403564
79.22957508;88.3829756;83.28556199;97.08436449;85.16%;7.95104262;9.634136397;54.1469254
69.80359596;85.90386772;72.59680432;95.39491898;89.56%;9.668938381;7.143703268;52.22111874
83.1494367;92.36219488;83.47737919;94.18033335;83.82%;11.80026995;10.01872161;52.8396656
